Country,Region,ISO,Indicator name,Year,Value,ITU estimate?
Costa Rica,The Americas,CRI,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,474042,
Costa Rica,The Americas,CRI,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,204525,
Costa Rica,The Americas,CRI,Fixed-telephone subscriptions per 100 inhabitants,2017,16.3,
Costa Rica,The Americas,CRI,Households with a computer at home (%),2017,50.1,
Costa Rica,The Americas,CRI,Households with Internet access at home (%),2017,67.3,
Costa Rica,The Americas,CRI,Households with Internet access at home. rural (%),2017,56.1,
Costa Rica,The Americas,CRI,Households with Internet access at home. urban (%),2017,71.6,
Costa Rica,The Americas,CRI,Individuals using the Internet. total (%),2017,71.6,
Costa Rica,The Americas,CRI,International bandwidth per Internet user (kbit/s),2017,53907,
Costa Rica,The Americas,CRI,Internet users: < 15 years as a % of all < 15 years,2017,66.5,
Costa Rica,The Americas,CRI,Internet users: 15-24 years as a % of all 15-24 years,2017,90.1,
Costa Rica,The Americas,CRI,Internet users: 25-74 years as a % of all 25-74 years,2017,71.8,
Costa Rica,The Americas,CRI,Internet users: 75+ years as a % of all 75+ years,2017,13,
Costa Rica,The Americas,CRI,Male Internet users as a % of total male population,2017,71.5,
Costa Rica,The Americas,CRI,Mobile-cellular subscriptions per 100 inhabitants,2017,177,
Costa Rica,The Americas,CRI,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2017,66080.6,
Costa Rica,The Americas,CRI,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,2262.1,
Costa Rica,The Americas,CRI,Population covered by a mobile-cellular network (%),2017,97.3,
Costa Rica,The Americas,CRI,Population covered by at least a 3G mobile network (%),2017,97.3,
Costa Rica,The Americas,CRI,Population covered by at least a 4G mobile network (%),2017,82.2,
Costa Rica,The Americas,CRI,Total fixed broadband subscriptions,2017,744041,
Côte d'Ivoire,Africa,CIV,Active mobile-broadband subscriptions per 100 inhabitants,2017,52.7,
Côte d'Ivoire,Africa,CIV,Female Internet users as a % of total female population,2017,26.4,
Côte d'Ivoire,Africa,CIV,Female mobile phone ownership as a % of total female population,2017,47.2,
Côte d'Ivoire,Africa,CIV,Fixed broadband subscriptions per 100 inhabitants,2017,0.6,
Côte d'Ivoire,Africa,CIV,Fixed broadband subscriptions: >10 Mbit/s,2017,3945,
Côte d'Ivoire,Africa,CIV,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,45323,
Côte d'Ivoire,Africa,CIV,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,93557,
Côte d'Ivoire,Africa,CIV,Fixed-telephone subscriptions per 100 inhabitants,2017,1.2,
Côte d'Ivoire,Africa,CIV,Households with a computer at home (%),2017,5.6,
Côte d'Ivoire,Africa,CIV,Households with Internet access at home (%),2017,13.5,
Côte d'Ivoire,Africa,CIV,Individuals owning a mobile phone (%),2017,64.8,
Côte d'Ivoire,Africa,CIV,Individuals using the Internet. total (%),2017,43.8,
Côte d'Ivoire,Africa,CIV,International bandwidth per Internet user (kbit/s),2017,5774.6,
Côte d'Ivoire,Africa,CIV,Male Internet users as a % of total male population,2017,60.2,
Côte d'Ivoire,Africa,CIV,Male mobile phone ownership as a % of total male population,2017,81.4,
Côte d'Ivoire,Africa,CIV,Mobile-cellular subscriptions per 100 inhabitants,2017,127.8,
Côte d'Ivoire,Africa,CIV,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2017,58346.5,
Côte d'Ivoire,Africa,CIV,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,381.8,
Côte d'Ivoire,Africa,CIV,Population covered by a mobile-cellular network (%),2017,95.7,
Côte d'Ivoire,Africa,CIV,Population covered by at least a 3G mobile network (%),2017,67,
Côte d'Ivoire,Africa,CIV,Population covered by at least a 4G mobile network (%),2017,47,
Côte d'Ivoire,Africa,CIV,Total fixed broadband subscriptions,2017,142825,
Croatia,Europe,HRV,Active mobile-broadband subscriptions per 100 inhabitants,2017,79.6,
Croatia,Europe,HRV,Female Internet users as a % of total female population,2017,60.5,
Croatia,Europe,HRV,Fixed broadband subscriptions per 100 inhabitants,2017,26.1,
Croatia,Europe,HRV,Fixed broadband subscriptions: >10 Mbit/s,2017,714490,
Croatia,Europe,HRV,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,355094,
Croatia,Europe,HRV,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,26297,
Croatia,Europe,HRV,Fixed-telephone subscriptions per 100 inhabitants,2017,33.4,
Croatia,Europe,HRV,Households with a computer at home (%),2017,74.1,
Croatia,Europe,HRV,Households with Internet access at home (%),2017,76.5,
Croatia,Europe,HRV,Households with Internet access at home. rural (%),2017,72.3,
Croatia,Europe,HRV,Households with Internet access at home. urban (%),2017,79.1,
Croatia,Europe,HRV,Individuals using the Internet. total (%),2017,67.1,
Croatia,Europe,HRV,International bandwidth per Internet user (kbit/s),2017,125590.4,
Croatia,Europe,HRV,Internet users: 15-24 years as a % of all 15-24 years,2017,98.4,
Croatia,Europe,HRV,Internet users: 25-74 years as a % of all 25-74 years,2017,63.3,
Croatia,Europe,HRV,Male Internet users as a % of total male population,2017,74.2,
Croatia,Europe,HRV,Mobile-cellular subscriptions per 100 inhabitants,2017,102.9,
Croatia,Europe,HRV,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2017,65944.3,
Croatia,Europe,HRV,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,2353.4,
Croatia,Europe,HRV,Population covered by a mobile-cellular network (%),2017,100,
Croatia,Europe,HRV,Population covered by at least a 3G mobile network (%),2017,99.3,
Croatia,Europe,HRV,Population covered by at least a 4G mobile network (%),2017,98.3,
Croatia,Europe,HRV,Total fixed broadband subscriptions,2017,1095881,
Cuba,The Americas,CUB,Active mobile-broadband subscriptions per 100 inhabitants,2017,0,
Cuba,The Americas,CUB,Fixed broadband subscriptions per 100 inhabitants,2017,0.3,
Cuba,The Americas,CUB,Fixed broadband subscriptions: >10 Mbit/s,2017,478,
Cuba,The Americas,CUB,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,3693,
Cuba,The Americas,CUB,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,29365,
Cuba,The Americas,CUB,Fixed-telephone subscriptions per 100 inhabitants,2017,11.9,
Cuba,The Americas,CUB,Households with a computer at home (%),2017,14.3,
Cuba,The Americas,CUB,Households with Internet access at home (%),2017,17.7,
Cuba,The Americas,CUB,Individuals using the Internet. total (%),2017,57.1,
Cuba,The Americas,CUB,International bandwidth per Internet user (kbit/s),2017,539.9,
Cuba,The Americas,CUB,Mobile-cellular subscriptions per 100 inhabitants,2017,40.7,
Cuba,The Americas,CUB,Population covered by a mobile-cellular network (%),2017,85.3,
Cuba,The Americas,CUB,Population covered by at least a 3G mobile network (%),2017,47,
Cuba,The Americas,CUB,Population covered by at least a 4G mobile network (%),2017,0,
Cuba,The Americas,CUB,Total fixed broadband subscriptions,2017,33536,
Cyprus,Europe,CYP,Active mobile-broadband subscriptions per 100 inhabitants,2017,104.7,
Cyprus,Europe,CYP,Female Internet users as a % of total female population,2017,80.6,
Cyprus,Europe,CYP,Female mobile phone ownership as a % of total female population,2017,98.7,
Cyprus,Europe,CYP,Fixed broadband subscriptions per 100 inhabitants,2017,34.2,
Cyprus,Europe,CYP,Fixed broadband subscriptions: >10 Mbit/s,2017,172619,
Cyprus,Europe,CYP,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,122981,
Cyprus,Europe,CYP,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,86,
Cyprus,Europe,CYP,Fixed-telephone subscriptions per 100 inhabitants,2017,36.7,
Cyprus,Europe,CYP,Households with a computer at home (%),2017,75.9,
Cyprus,Europe,CYP,Households with Internet access at home (%),2017,79.4,
Cyprus,Europe,CYP,Individuals owning a mobile phone (%),2017,99.4,
Cyprus,Europe,CYP,Individuals using the Internet. total (%),2017,80.7,
Cyprus,Europe,CYP,International bandwidth per Internet user (kbit/s),2017,284107.1,
Cyprus,Europe,CYP,Male Internet users as a % of total male population,2017,80.9,
Cyprus,Europe,CYP,Mobile-cellular subscriptions per 100 inhabitants,2017,136.2,
Cyprus,Europe,CYP,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,383.9,
Cyprus,Europe,CYP,Population covered by a mobile-cellular network (%),2017,100,
Cyprus,Europe,CYP,Population covered by at least a 3G mobile network (%),2017,100,
Cyprus,Europe,CYP,Population covered by at least a 4G mobile network (%),2017,96,
Cyprus,Europe,CYP,Total fixed broadband subscriptions,2017,295686,
Czech Republic,Europe,CZE,Active mobile-broadband subscriptions per 100 inhabitants,2017,82.7,
Czech Republic,Europe,CZE,Female Internet users as a % of total female population,2017,76,
Czech Republic,Europe,CZE,Fixed broadband subscriptions per 100 inhabitants,2017,29.9,
Czech Republic,Europe,CZE,Fixed broadband subscriptions: >10 Mbit/s,2017,2626714,
Czech Republic,Europe,CZE,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,508800,
Czech Republic,Europe,CZE,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,10577,
Czech Republic,Europe,CZE,Fixed-telephone subscriptions per 100 inhabitants,2017,15.6,
Czech Republic,Europe,CZE,Households with a computer at home (%),2017,76.3,
Czech Republic,Europe,CZE,Households with Internet access at home (%),2017,77.2,
Czech Republic,Europe,CZE,Households with Internet access at home. rural (%),2017,75.4,
Czech Republic,Europe,CZE,Households with Internet access at home. urban (%),2017,78.1,
Czech Republic,Europe,CZE,Individuals using the Internet. total (%),2017,78.7,
Czech Republic,Europe,CZE,International bandwidth per Internet user (kbit/s),2017,59830,
Czech Republic,Europe,CZE,Internet users: 15-24 years as a % of all 15-24 years,2017,99,
Czech Republic,Europe,CZE,Internet users: 25-74 years as a % of all 25-74 years,2017,82.8,
Czech Republic,Europe,CZE,Internet users: 75+ years as a % of all 75+ years,2017,15.1,
Czech Republic,Europe,CZE,Male Internet users as a % of total male population,2017,81.6,
Czech Republic,Europe,CZE,Mobile-cellular subscriptions per 100 inhabitants,2017,120,
Czech Republic,Europe,CZE,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2017,208281.5,
Czech Republic,Europe,CZE,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,1737.5,
Czech Republic,Europe,CZE,Population covered by a mobile-cellular network (%),2017,99.8,
Czech Republic,Europe,CZE,Population covered by at least a 3G mobile network (%),2017,99.8,
Czech Republic,Europe,CZE,Population covered by at least a 4G mobile network (%),2017,99.8,
Czech Republic,Europe,CZE,Total fixed broadband subscriptions,2017,3146091,
Dem. People's Rep. of Korea,Asia & Pacific,PRK,Active mobile-broadband subscriptions per 100 inhabitants,2017,14.9,
Dem. People's Rep. of Korea,Asia & Pacific,PRK,Fixed-telephone subscriptions per 100 inhabitants,2017,4.6,
Dem. People's Rep. of Korea,Asia & Pacific,PRK,Mobile-cellular subscriptions per 100 inhabitants,2017,14.9,
Dem. People's Rep. of Korea,Asia & Pacific,PRK,Population covered by a mobile-cellular network (%),2017,95,yes
Dem. People's Rep. of Korea,Asia & Pacific,PRK,Population covered by at least a 4G mobile network (%),2017,0,yes
Dem. Rep. of the Congo,Africa,COD,Active mobile-broadband subscriptions per 100 inhabitants,2017,15.7,
Dem. Rep. of the Congo,Africa,COD,Fixed broadband subscriptions per 100 inhabitants,2017,0,
Dem. Rep. of the Congo,Africa,COD,Fixed-telephone subscriptions per 100 inhabitants,2017,0,
Dem. Rep. of the Congo,Africa,COD,Households with a computer at home (%),2017,5.3,
Dem. Rep. of the Congo,Africa,COD,Households with Internet access at home (%),2017,1.3,
Dem. Rep. of the Congo,Africa,COD,Individuals using the Internet. total (%),2017,8.6,yes
Dem. Rep. of the Congo,Africa,COD,International bandwidth per Internet user (kbit/s),2017,481.8,
Dem. Rep. of the Congo,Africa,COD,Mobile-cellular subscriptions per 100 inhabitants,2017,42,
Dem. Rep. of the Congo,Africa,COD,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,147.8,
Dem. Rep. of the Congo,Africa,COD,Population covered by a mobile-cellular network (%),2017,50,
Dem. Rep. of the Congo,Africa,COD,Population covered by at least a 3G mobile network (%),2017,40,
Dem. Rep. of the Congo,Africa,COD,Population covered by at least a 4G mobile network (%),2017,0,
Dem. Rep. of the Congo,Africa,COD,Total fixed broadband subscriptions,2017,1000,
Denmark,Europe,DNK,Active mobile-broadband subscriptions per 100 inhabitants,2017,129.4,
Denmark,Europe,DNK,Female Internet users as a % of total female population,2017,97.2,
Denmark,Europe,DNK,Fixed broadband subscriptions per 100 inhabitants,2017,43.8,
Denmark,Europe,DNK,Fixed broadband subscriptions: >10 Mbit/s,2017,2335475,
Denmark,Europe,DNK,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,134209,
Denmark,Europe,DNK,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,13524,
Denmark,Europe,DNK,Fixed-telephone subscriptions per 100 inhabitants,2017,19.2,
Denmark,Europe,DNK,Households with a computer at home (%),2017,89.5,
Denmark,Europe,DNK,Households with Internet access at home (%),2017,97,
Denmark,Europe,DNK,Households with Internet access at home. rural (%),2017,96.6,
Denmark,Europe,DNK,Households with Internet access at home. urban (%),2017,97.8,
Denmark,Europe,DNK,Individuals using the Internet. total (%),2017,97.1,
Denmark,Europe,DNK,International bandwidth per Internet user (kbit/s),2017,87060.1,
Denmark,Europe,DNK,Internet users: 15-24 years as a % of all 15-24 years,2017,99.5,
Denmark,Europe,DNK,Internet users: 25-74 years as a % of all 25-74 years,2017,96.7,
Denmark,Europe,DNK,Internet users: 75+ years as a % of all 75+ years,2017,63.3,
Denmark,Europe,DNK,Male Internet users as a % of total male population,2017,97,
Denmark,Europe,DNK,Mobile-cellular subscriptions per 100 inhabitants,2017,124.5,
Denmark,Europe,DNK,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2017,5482.5,
Denmark,Europe,DNK,Population covered by a mobile-cellular network (%),2017,100,
Denmark,Europe,DNK,Population covered by at least a 3G mobile network (%),2017,100,
Denmark,Europe,DNK,Population covered by at least a 4G mobile network (%),2017,100,
Denmark,Europe,DNK,Total fixed broadband subscriptions,2017,2511871,
Djibouti,Arab States,DJI,Active mobile-broadband subscriptions per 100 inhabitants,2017,17.9,
Djibouti,Arab States,DJI,Female Internet users as a % of total female population,2017,51.6,
Djibouti,Arab States,DJI,Female mobile phone ownership as a % of total female population,2017,51.6,
Djibouti,Arab States,DJI,Fixed broadband subscriptions per 100 inhabitants,2017,2.3,
Djibouti,Arab States,DJI,Fixed broadband subscriptions: >10 Mbit/s,2017,535,
Djibouti,Arab States,DJI,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,3255,
Djibouti,Arab States,DJI,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2017,20599,
Djibouti,Arab States,DJI,Fixed-telephone subscriptions per 100 inhabitants,2017,3.5,
Djibouti,Arab States,DJI,Households with a computer at home (%),2017,36.6,
Djibouti,Arab States,DJI,Households with Internet access at home (%),2017,57.7,
Djibouti,Arab States,DJI,Individuals owning a mobile phone (%),2017,56.3,
Djibouti,Arab States,DJI,Individuals using the Internet. total (%),2017,55.7,
Djibouti,Arab States,DJI,International bandwidth per Internet user (kbit/s),2017,17264.7,
Djibouti,Arab States,DJI,Male Internet users as a % of total male population,2017,59.9,
Djibouti,Arab States,DJI,Male mobile phone ownership as a % of total male population,2017,61.3,
Djibouti,Arab States,DJI,Mobile-cellular subscriptions per 100 inhabitants,2017,35.9,
Djibouti,Arab States,DJI,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2017,34168.4,
Djibouti,Arab States,DJI,Population covered by a mobile-cellular network (%),2017,85,
Djibouti,Arab States,DJI,Population covered by at least a 3G mobile network (%),2017,70,
Djibouti,Arab States,DJI,Population covered by at least a 4G mobile network (%),2017,0,
Djibouti,Arab States,DJI,Total fixed broadband subscriptions,2017,24389,
Dominica,The Americas,DMA,Active mobile-broadband subscriptions per 100 inhabitants,2017,74.1,
Dominica,The Americas,DMA,Fixed broadband subscriptions per 100 inhabitants,2017,21.9,
Dominica,The Americas,DMA,Fixed broadband subscriptions: >10 Mbit/s,2017,4155,
Dominica,The Americas,DMA,Fixed broadband subscriptions: 2 to 10 Mbit/s,2017,11268,
